,name,levelLearned,move,type,category,power,accuracy
8511,Eternatus,88,Outrage,Dragon,Physical,120,100
8512,Kubfu,1,Leer,Normal,Status,—,100
8513,Kubfu,1,Rock Smash,Fighting,Physical,40,100
8514,Kubfu,4,Endure,Normal,Status,—,—
8515,Kubfu,8,Focus Energy,Normal,Status,—,—
8516,Kubfu,12,Aerial Ace,Flying,Physical,60,∞
8517,Kubfu,16,Scary Face,Normal,Status,—,100
8518,Kubfu,20,Headbutt,Normal,Physical,70,100
8519,Kubfu,24,Brick Break,Fighting,Physical,75,100
8520,Kubfu,28,Detect,Fighting,Status,—,—
8521,Kubfu,32,Bulk Up,Fighting,Status,—,—
8522,Kubfu,36,Iron Head,Steel,Physical,80,100
8523,Kubfu,40,Dynamic Punch,Fighting,Physical,100,50
8524,Kubfu,44,Counter,Fighting,Physical,—,100
8525,Kubfu,48,Close Combat,Fighting,Physical,120,100
8526,Kubfu,52,Focus Punch,Fighting,Physical,150,100
8527,Urshifu,1,Endure,Normal,Status,—,—
8528,Urshifu,1,Focus Energy,Normal,Status,—,—
8529,Urshifu,1,Leer,Normal,Status,—,100
8530,Urshifu,1,Rock Smash,Fighting,Physical,40,100
8531,Urshifu,1,Sucker Punch,Dark,Physical,70,100
8532,Urshifu,12,Aerial Ace,Flying,Physical,60,∞
8533,Urshifu,16,Scary Face,Normal,Status,—,100
8534,Urshifu,20,Headbutt,Normal,Physical,70,100
8535,Urshifu,24,Brick Break,Fighting,Physical,75,100
8536,Urshifu,28,Detect,Fighting,Status,—,—
8537,Urshifu,32,Bulk Up,Fighting,Status,—,—
8538,Urshifu,36,Iron Head,Steel,Physical,80,100
8539,Urshifu,40,Dynamic Punch,Fighting,Physical,100,50
8540,Urshifu,44,Counter,Fighting,Physical,—,100
8541,Urshifu,48,Close Combat,Fighting,Physical,120,100
8542,Urshifu,52,Focus Punch,Fighting,Physical,150,100
8543,Zarude,1,Bind,Normal,Physical,15,85
8544,Zarude,1,Scratch,Normal,Physical,40,100
8545,Zarude,6,Leer,Normal,Status,—,100
8546,Zarude,12,Vine Whip,Grass,Physical,45,100
8547,Zarude,18,Growth,Normal,Status,—,—
8548,Zarude,24,Fury Swipes,Normal,Physical,18,80
8549,Zarude,30,Scary Face,Normal,Status,—,100
8550,Zarude,36,Grass Knot,Grass,Special,—,100
8551,Zarude,42,Bite,Dark,Physical,60,100
8552,Zarude,48,U-turn,Bug,Physical,70,100
8553,Zarude,54,Swagger,Normal,Status,—,85
8554,Zarude,60,Energy Ball,Grass,Special,90,100
8555,Zarude,66,Synthesis,Grass,Status,—,—
8556,Zarude,72,Hammer Arm,Fighting,Physical,100,90
8557,Zarude,78,Thrash,Normal,Physical,120,100
8558,Zarude,84,Power Whip,Grass,Physical,120,85
8559,Zarude,90,Jungle Healing,Grass,Status,—,—
8560,Regieleki,1,Rapid Spin,Normal,Physical,50,100
8561,Regieleki,1,Thunder Shock,Electric,Special,40,100
8562,Regieleki,6,Electroweb,Electric,Special,55,95
8563,Regieleki,12,Ancient Power,Rock,Special,60,100
8564,Regieleki,18,Shock Wave,Electric,Special,60,∞
8565,Regieleki,24,Thunder Wave,Electric,Status,—,90
8566,Regieleki,30,Extreme Speed,Normal,Physical,80,100
8567,Regieleki,36,Thunder Cage,Electric,Special,80,90
8568,Regieleki,42,Thunderbolt,Electric,Special,90,100
8569,Regieleki,48,Magnet Rise,Electric,Status,—,—
8570,Regieleki,54,Thrash,Normal,Physical,120,100
8571,Regieleki,60,Lock-On,Normal,Status,—,—
8572,Regieleki,66,Zap Cannon,Electric,Special,120,50
8573,Regieleki,72,Hyper Beam,Normal,Special,150,90
8574,Regieleki,78,Explosion,Normal,Physical,250,100
8575,Regidrago,1,Twister,Dragon,Special,40,100
8576,Regidrago,1,Vise Grip,Normal,Physical,55,100
8577,Regidrago,6,Bite,Dark,Physical,60,100
8578,Regidrago,12,Ancient Power,Rock,Special,60,100
8579,Regidrago,18,Dragon Breath,Dragon,Special,60,100
8580,Regidrago,30,Crunch,Dark,Physical,80,100
8581,Regidrago,36,Dragon Claw,Dragon,Physical,80,100
8582,Regidrago,42,Hammer Arm,Fighting,Physical,100,90
8583,Regidrago,48,Dragon Dance,Dragon,Status,—,—
8584,Regidrago,54,Thrash,Normal,Physical,120,100
8585,Regidrago,60,Focus Energy,Normal,Status,—,—
8586,Regidrago,66,Dragon Energy,Dragon,Special,150,100
8587,Regidrago,72,Hyper Beam,Normal,Special,150,90
8588,Regidrago,78,Explosion,Normal,Physical,250,100
8589,Glastrier,1,Tackle,Normal,Physical,40,100
8590,Glastrier,1,Tail Whip,Normal,Status,—,100
8591,Glastrier,6,Double Kick,Fighting,Physical,30,100
8592,Glastrier,12,Avalanche,Ice,Physical,60,100
8593,Glastrier,18,Stomp,Normal,Physical,65,100
8594,Glastrier,24,Torment,Dark,Status,—,100
8595,Glastrier,30,Mist,Ice,Status,—,—
8596,Glastrier,36,Icicle Crash,Ice,Physical,85,90
8597,Glastrier,42,Take Down,Normal,Physical,90,85
8598,Glastrier,48,Iron Defense,Steel,Status,—,—
8599,Glastrier,54,Thrash,Normal,Physical,120,100
8600,Glastrier,60,Taunt,Dark,Status,—,100
8601,Glastrier,66,Double-Edge,Normal,Physical,120,100
8602,Glastrier,72,Swords Dance,Normal,Status,—,—
8603,Spectrier,1,Tackle,Normal,Physical,40,100
8604,Spectrier,1,Tail Whip,Normal,Status,—,100
8605,Spectrier,6,Double Kick,Fighting,Physical,30,100
8606,Spectrier,12,Hex,Ghost,Special,65,100
8607,Spectrier,18,Stomp,Normal,Physical,65,100
8608,Spectrier,24,Confuse Ray,Ghost,Status,—,100
8609,Spectrier,30,Haze,Ice,Status,—,—
8610,Spectrier,36,Shadow Ball,Ghost,Special,80,100
8611,Spectrier,42,Take Down,Normal,Physical,90,85
8612,Spectrier,48,Agility,Psychic,Status,—,—
8613,Spectrier,54,Thrash,Normal,Physical,120,100
8614,Spectrier,60,Disable,Normal,Status,—,100
8615,Spectrier,66,Double-Edge,Normal,Physical,120,100
8616,Spectrier,72,Nasty Plot,Dark,Status,—,—
8617,Calyrex,1,Confusion,Psychic,Special,50,100
8618,Calyrex,1,Growth,Normal,Status,—,—
8619,Calyrex,1,Mega Drain,Grass,Special,40,100
8620,Calyrex,1,Pound,Normal,Physical,40,100
8621,Calyrex,8,Life Dew,Water,Status,—,—
8622,Calyrex,16,Giga Drain,Grass,Special,75,100
8623,Calyrex,24,Psyshock,Psychic,Special,80,100
8624,Calyrex,32,Helping Hand,Normal,Status,—,—
8625,Calyrex,40,Grassy Terrain,Grass,Status,—,—
8626,Calyrex,40,Psychic Terrain,Psychic,Status,—,—
8627,Calyrex,48,Energy Ball,Grass,Special,90,100
8628,Calyrex,56,Psychic,Psychic,Special,90,100
8629,Calyrex,64,Leech Seed,Grass,Status,—,90
8630,Calyrex,72,Heal Pulse,Psychic,Status,—,—
8631,Calyrex,80,Solar Beam,Grass,Special,120,100
8632,Calyrex,88,Future Sight,Psychic,Special,120,100
8633,Wyrdeer,1,Tackle,Normal,Physical,40,100
8634,Wyrdeer,3,Leer,Normal,Status,—,100
8635,Wyrdeer,7,Astonish,Ghost,Physical,30,100
8636,Wyrdeer,10,Hypnosis,Psychic,Status,—,60
8637,Wyrdeer,13,Stomp,Normal,Physical,65,100
8638,Wyrdeer,16,Sand Attack,Ground,Status,—,100
8639,Wyrdeer,21,Take Down,Normal,Physical,90,85
8640,Wyrdeer,23,Confuse Ray,Ghost,Status,—,100
8641,Wyrdeer,27,Calm Mind,Psychic,Status,—,—
8642,Wyrdeer,32,Role Play,Psychic,Status,—,—
8643,Wyrdeer,37,Zen Headbutt,Psychic,Physical,80,90
8644,Wyrdeer,49,Imprison,Psychic,Status,—,—
8645,Wyrdeer,55,Double-Edge,Normal,Physical,120,100
8646,Wyrdeer,62,Megahorn,Bug,Physical,120,85
8647,Kleavor,1,Leer,Normal,Status,—,100
8648,Kleavor,1,Quick Attack,Normal,Physical,40,100
8649,Kleavor,4,Fury Cutter,Bug,Physical,40,95
8650,Kleavor,8,False Swipe,Normal,Physical,40,100
8651,Kleavor,12,Smack Down,Rock,Physical,50,100
8652,Kleavor,16,Double Team,Normal,Status,—,—
8653,Kleavor,20,Double Hit,Normal,Physical,35,90
8654,Kleavor,24,Slash,Normal,Physical,70,100
8655,Kleavor,28,Focus Energy,Normal,Status,—,—
8656,Kleavor,32,Agility,Psychic,Status,—,—
8657,Kleavor,36,Rock Slide,Rock,Physical,75,90
8658,Kleavor,40,X-Scissor,Bug,Physical,80,100
8659,Kleavor,44,Swords Dance,Normal,Status,—,—
8660,Ursaluna,1,Covet,Normal,Physical,60,100
8661,Ursaluna,1,Fake Tears,Dark,Status,—,100
8662,Ursaluna,1,Leer,Normal,Status,—,100
8663,Ursaluna,1,Lick,Ghost,Physical,30,100
8664,Ursaluna,1,Scratch,Normal,Physical,40,100
8665,Ursaluna,8,Fury Swipes,Normal,Physical,18,80
8666,Ursaluna,13,Payback,Dark,Physical,50,100
8667,Ursaluna,17,Sweet Scent,Normal,Status,—,100
8668,Ursaluna,22,Slash,Normal,Physical,70,100
8669,Ursaluna,25,Play Nice,Normal,Status,—,—
8670,Ursaluna,29,Play Rough,Fairy,Physical,90,90
8671,Ursaluna,35,Scary Face,Normal,Status,—,100
8672,Ursaluna,41,Rest,Psychic,Status,—,—
8673,Ursaluna,41,Snore,Normal,Special,50,100
8674,Ursaluna,48,High Horsepower,Ground,Physical,95,95
8675,Ursaluna,56,Thrash,Normal,Physical,120,100
8676,Ursaluna,64,Hammer Arm,Fighting,Physical,100,90
8677,Basculegion,1,Phantom Force,Ghost,Physical,90,100
8678,Basculegion,1,Shadow Ball,Ghost,Special,80,100
8679,Basculegion,1,Tail Whip,Normal,Status,—,100
8680,Basculegion,1,Water Gun,Water,Special,40,100
8681,Basculegion,4,Tackle,Normal,Physical,40,100
8682,Basculegion,8,Flail,Normal,Physical,—,100
8683,Basculegion,12,Aqua Jet,Water,Physical,40,100
8684,Basculegion,16,Bite,Dark,Physical,60,100
8685,Basculegion,20,Scary Face,Normal,Status,—,100
8686,Basculegion,24,Headbutt,Normal,Physical,70,100
8687,Basculegion,28,Soak,Water,Status,—,100
8688,Basculegion,32,Crunch,Dark,Physical,80,100
8689,Basculegion,36,Take Down,Normal,Physical,90,85
8690,Basculegion,40,Uproar,Normal,Special,90,100
8691,Basculegion,44,Wave Crash,Water,Physical,120,100
8692,Basculegion,48,Thrash,Normal,Physical,120,100
8693,Basculegion,52,Double-Edge,Normal,Physical,120,100
8694,Basculegion,56,Head Smash,Rock,Physical,150,80
8695,Sneasler,1,Fling,Dark,Physical,—,100
8696,Sneasler,1,Leer,Normal,Status,—,100
8697,Sneasler,1,Rock Smash,Fighting,Physical,40,100
8698,Sneasler,1,Scratch,Normal,Physical,40,100
8699,Sneasler,6,Taunt,Dark,Status,—,100
8700,Sneasler,12,Quick Attack,Normal,Physical,40,100
8701,Sneasler,18,Metal Claw,Steel,Physical,50,95
8702,Sneasler,24,Poison Jab,Poison,Physical,80,100
8703,Sneasler,30,Brick Break,Fighting,Physical,75,100
8704,Sneasler,36,Hone Claws,Dark,Status,—,—
8705,Sneasler,42,Slash,Normal,Physical,70,100
8706,Sneasler,48,Agility,Psychic,Status,—,—
8707,Sneasler,54,Screech,Normal,Status,—,85
8708,Sneasler,60,Close Combat,Fighting,Physical,120,100
8709,Overqwil,1,Poison Sting,Poison,Physical,15,100
8710,Overqwil,1,Tackle,Normal,Physical,40,100
8711,Overqwil,4,Harden,Normal,Status,—,—
8712,Overqwil,8,Bite,Dark,Physical,60,100
8713,Overqwil,12,Fell Stinger,Bug,Physical,50,100
8714,Overqwil,16,Minimize,Normal,Status,—,—
8715,Overqwil,20,Spikes,Ground,Status,—,—
8716,Overqwil,24,Brine,Water,Special,65,100
8717,Overqwil,28,Barb Barrage,Poison,Physical,60,100
8718,Overqwil,32,Pin Missile,Bug,Physical,25,95
8719,Overqwil,36,Toxic Spikes,Poison,Status,—,—
8720,Overqwil,40,Spit Up,Normal,Special,—,100
8721,Overqwil,40,Stockpile,Normal,Status,—,—
8722,Overqwil,44,Toxic,Poison,Status,—,90
8723,Overqwil,48,Crunch,Dark,Physical,80,100
8724,Overqwil,52,Acupressure,Normal,Status,—,—
8725,Overqwil,56,Destiny Bond,Ghost,Status,—,—
8726,Enamorus,1,Astonish,Ghost,Physical,30,100
8727,Enamorus,1,Fairy Wind,Fairy,Special,40,100
8728,Enamorus,5,Torment,Dark,Status,—,100
8729,Enamorus,10,Flatter,Dark,Status,—,100
8730,Enamorus,15,Twister,Dragon,Special,40,100
8731,Enamorus,20,Draining Kiss,Fairy,Special,50,100
8732,Enamorus,25,Iron Defense,Steel,Status,—,—
8733,Enamorus,30,Imprison,Psychic,Status,—,—
8734,Enamorus,35,Mystical Fire,Fire,Special,75,100
8735,Enamorus,40,Dazzling Gleam,Fairy,Special,80,100
8736,Enamorus,45,Extrasensory,Psychic,Special,80,100
8737,Enamorus,50,Uproar,Normal,Special,90,100
8738,Enamorus,55,Superpower,Fighting,Physical,120,100
8739,Enamorus,60,Healing Wish,Psychic,Status,—,—
8740,Enamorus,65,Moonblast,Fairy,Special,95,100
8741,Enamorus,70,Outrage,Dragon,Physical,120,100
8742,Enamorus,75,Springtide Storm,Fairy,Special,100,80
8743,Sprigatito,1,Leafage,Grass,Physical,40,100
8744,Sprigatito,1,Scratch,Normal,Physical,40,100
8745,Sprigatito,1,Tail Whip,Normal,Status,—,100
8746,Sprigatito,7,Bite,Dark,Physical,60,100
8747,Sprigatito,10,Hone Claws,Dark,Status,—,—
8748,Sprigatito,13,Magical Leaf,Grass,Special,60,∞
8749,Sprigatito,15,Quick Attack,Normal,Physical,40,100
8750,Sprigatito,17,Seed Bomb,Grass,Physical,80,100
8751,Sprigatito,21,U-turn,Bug,Physical,70,100
8752,Sprigatito,25,Worry Seed,Grass,Status,—,100
8753,Sprigatito,28,Slash,Normal,Physical,70,100
8754,Sprigatito,32,Energy Ball,Grass,Special,90,100
8755,Sprigatito,36,Play Rough,Fairy,Physical,90,90
8756,Floragato,1,Leafage,Grass,Physical,40,100
8757,Floragato,1,Scratch,Normal,Physical,40,100
8758,Floragato,1,Tail Whip,Normal,Status,—,100
8759,Floragato,7,Bite,Dark,Physical,60,100
8760,Floragato,10,Hone Claws,Dark,Status,—,—
8761,Floragato,13,Magical Leaf,Grass,Special,60,∞
8762,Floragato,15,Quick Attack,Normal,Physical,40,100
8763,Floragato,20,Seed Bomb,Grass,Physical,80,100
8764,Floragato,24,U-turn,Bug,Physical,70,100
8765,Floragato,28,Worry Seed,Grass,Status,—,100
8766,Floragato,33,Slash,Normal,Physical,70,100
8767,Floragato,38,Energy Ball,Grass,Special,90,100
8768,Floragato,42,Play Rough,Fairy,Physical,90,90
8769,Floragato,46,Leaf Storm,Grass,Special,130,90
8770,Meowscarada,1,Leafage,Grass,Physical,40,100
8771,Meowscarada,1,Scratch,Normal,Physical,40,100
8772,Meowscarada,1,Tail Whip,Normal,Status,—,100
8773,Meowscarada,7,Bite,Dark,Physical,60,100
8774,Meowscarada,10,Hone Claws,Dark,Status,—,—
8775,Meowscarada,13,Magical Leaf,Grass,Special,60,∞
8776,Meowscarada,15,Quick Attack,Normal,Physical,40,100
8777,Meowscarada,20,Seed Bomb,Grass,Physical,80,100
8778,Meowscarada,24,U-turn,Bug,Physical,70,100
8779,Meowscarada,29,Worry Seed,Grass,Status,—,100
8780,Meowscarada,33,Slash,Normal,Physical,70,100
8781,Meowscarada,38,Night Slash,Dark,Physical,70,100
8782,Meowscarada,42,Energy Ball,Grass,Special,90,100
8783,Meowscarada,47,Play Rough,Fairy,Physical,90,90
8784,Meowscarada,52,Knock Off,Dark,Physical,65,100
8785,Meowscarada,58,Grassy Terrain,Grass,Status,—,—
8786,Meowscarada,64,Leaf Storm,Grass,Special,130,90
8787,Fuecoco,1,Ember,Fire,Special,40,100
8788,Fuecoco,1,Leer,Normal,Status,—,100
8789,Fuecoco,1,Tackle,Normal,Physical,40,100
8790,Fuecoco,7,Round,Normal,Special,60,100
8791,Fuecoco,12,Bite,Dark,Physical,60,100
8792,Fuecoco,15,Incinerate,Fire,Special,60,100
8793,Fuecoco,17,Yawn,Normal,Status,—,—
8794,Fuecoco,21,Snarl,Dark,Special,55,95
8795,Fuecoco,25,Roar,Normal,Status,—,—
8796,Fuecoco,28,Flamethrower,Fire,Special,90,100
8797,Fuecoco,32,Hyper Voice,Normal,Special,90,100
8798,Fuecoco,36,Fire Blast,Fire,Special,110,85
8799,Crocalor,1,Ember,Fire,Special,40,100
8800,Crocalor,1,Leer,Normal,Status,—,100
8801,Crocalor,1,Tackle,Normal,Physical,40,100
8802,Crocalor,7,Lick,Ghost,Physical,30,100
8803,Crocalor,10,Round,Normal,Special,60,100
8804,Crocalor,12,Bite,Dark,Physical,60,100
8805,Crocalor,15,Yawn,Normal,Status,—,—
8806,Crocalor,17,Incinerate,Fire,Special,60,100
8807,Crocalor,24,Snarl,Dark,Special,55,95
8808,Crocalor,28,Roar,Normal,Status,—,—
8809,Crocalor,32,Flamethrower,Fire,Special,90,100
8810,Crocalor,38,Hyper Voice,Normal,Special,90,100
8811,Crocalor,42,Will-O-Wisp,Fire,Status,—,85
8812,Crocalor,47,Fire Blast,Fire,Special,110,85
8813,Skeledirge,1,Ember,Fire,Special,40,100
8814,Skeledirge,1,Leer,Normal,Status,—,100
8815,Skeledirge,1,Tackle,Normal,Physical,40,100
8816,Skeledirge,7,Lick,Ghost,Physical,30,100
8817,Skeledirge,10,Round,Normal,Special,60,100
8818,Skeledirge,12,Scary Face,Normal,Status,—,100
8819,Skeledirge,15,Bite,Dark,Physical,60,100
8820,Skeledirge,17,Incinerate,Fire,Special,60,100
8821,Skeledirge,24,Snarl,Dark,Special,55,95
8822,Skeledirge,28,Roar,Normal,Status,—,—
8823,Skeledirge,32,Flamethrower,Fire,Special,90,100
8824,Skeledirge,38,Shadow Ball,Ghost,Special,80,100
8825,Skeledirge,42,Hyper Voice,Normal,Special,90,100
8826,Skeledirge,47,Hex,Ghost,Special,65,100
8827,Skeledirge,47,Will-O-Wisp,Fire,Status,—,85
8828,Skeledirge,58,Fire Blast,Fire,Special,110,85
8829,Skeledirge,64,Overheat,Fire,Special,130,90
8830,Quaxly,1,Growl,Normal,Status,—,100
8831,Quaxly,1,Pound,Normal,Physical,40,100
8832,Quaxly,1,Water Gun,Water,Special,40,100
8833,Quaxly,7,Work Up,Normal,Status,—,—
8834,Quaxly,10,Wing Attack,Flying,Physical,60,100
8835,Quaxly,13,Aqua Jet,Water,Physical,40,100
8836,Quaxly,17,Double Hit,Normal,Physical,35,90
8837,Quaxly,21,Aqua Cutter,Water,Physical,70,100
8838,Quaxly,24,Air Slash,Flying,Special,75,95
8839,Quaxly,28,Focus Energy,Normal,Status,—,—
8840,Quaxly,31,Acrobatics,Flying,Physical,55,100
8841,Quaxly,35,Liquidation,Water,Physical,85,100
8842,Quaxwell,1,Double Hit,Normal,Physical,35,90
8843,Quaxwell,1,Growl,Normal,Status,—,100
8844,Quaxwell,1,Pound,Normal,Physical,40,100
8845,Quaxwell,1,Water Gun,Water,Special,40,100
8846,Quaxwell,7,Work Up,Normal,Status,—,—
8847,Quaxwell,10,Wing Attack,Flying,Physical,60,100
8848,Quaxwell,13,Aqua Jet,Water,Physical,40,100
8849,Quaxwell,17,Water Pulse,Water,Special,60,100
8850,Quaxwell,19,Low Sweep,Fighting,Physical,65,100
8851,Quaxwell,23,Aqua Cutter,Water,Physical,70,100
8852,Quaxwell,27,Air Slash,Flying,Special,75,95
8853,Quaxwell,32,Focus Energy,Normal,Status,—,—
8854,Quaxwell,38,Acrobatics,Flying,Physical,55,100
8855,Quaxwell,43,Liquidation,Water,Physical,85,100
8856,Quaxwell,48,Feather Dance,Flying,Status,—,100
8857,Quaquaval,1,Double Hit,Normal,Physical,35,90
8858,Quaquaval,1,Growl,Normal,Status,—,100
8859,Quaquaval,1,Pound,Normal,Physical,40,100
8860,Quaquaval,1,Water Gun,Water,Special,40,100
8861,Quaquaval,7,Work Up,Normal,Status,—,—
8862,Quaquaval,10,Wing Attack,Flying,Physical,60,100
8863,Quaquaval,13,Aqua Jet,Water,Physical,40,100
8864,Quaquaval,17,Low Sweep,Fighting,Physical,65,100
8865,Quaquaval,17,Water Pulse,Water,Special,60,100
8866,Quaquaval,21,Aqua Cutter,Water,Physical,70,100
8867,Quaquaval,27,Air Slash,Flying,Special,75,95
8868,Quaquaval,32,Focus Energy,Normal,Status,—,—
8869,Quaquaval,38,Mega Kick,Normal,Physical,120,75
8870,Quaquaval,43,Acrobatics,Flying,Physical,55,100
8871,Quaquaval,47,Liquidation,Water,Physical,85,100
8872,Quaquaval,52,Feather Dance,Flying,Status,—,100
8873,Quaquaval,58,Close Combat,Fighting,Physical,120,100
8874,Quaquaval,64,Wave Crash,Water,Physical,120,100
8875,Lechonk,1,Tackle,Normal,Physical,40,100
8876,Lechonk,1,Tail Whip,Normal,Status,—,100
8877,Lechonk,5,Disarming Voice,Fairy,Special,40,∞
8878,Lechonk,8,Echoed Voice,Normal,Special,40,100
8879,Lechonk,12,Mud Shot,Ground,Special,55,95
8880,Lechonk,15,Covet,Normal,Physical,60,100
8881,Lechonk,17,Dig,Ground,Physical,80,100
8882,Lechonk,21,Headbutt,Normal,Physical,70,100
8883,Lechonk,24,Yawn,Normal,Status,—,—
8884,Lechonk,27,Take Down,Normal,Physical,90,85
8885,Lechonk,30,Work Up,Normal,Status,—,—
8886,Lechonk,32,Uproar,Normal,Special,90,100
8887,Lechonk,35,Double-Edge,Normal,Physical,120,100
8888,Oinkologne,1,Tackle,Normal,Physical,40,100
8889,Oinkologne,1,Tail Whip,Normal,Status,—,100
8890,Oinkologne,5,Disarming Voice,Fairy,Special,40,∞
8891,Oinkologne,8,Echoed Voice,Normal,Special,40,100
8892,Oinkologne,12,Mud Shot,Ground,Special,55,95
8893,Oinkologne,15,Covet,Normal,Physical,60,100
8894,Oinkologne,17,Dig,Ground,Physical,80,100
8895,Oinkologne,23,Headbutt,Normal,Physical,70,100
8896,Oinkologne,26,Take Down,Normal,Physical,90,85
8897,Oinkologne,27,Yawn,Normal,Status,—,—
8898,Oinkologne,34,Work Up,Normal,Status,—,—
8899,Oinkologne,38,Uproar,Normal,Special,90,100
8900,Oinkologne,42,Double-Edge,Normal,Physical,120,100
8901,Oinkologne,48,Earth Power,Ground,Special,90,100
8902,Oinkologne,54,Belch,Poison,Special,120,90
8903,Tarountula,1,String Shot,Bug,Status,—,95
8904,Tarountula,1,Tackle,Normal,Physical,40,100
8905,Tarountula,5,Struggle Bug,Bug,Special,50,100
8906,Tarountula,8,Assurance,Dark,Physical,60,100
8907,Tarountula,11,Feint,Normal,Physical,30,100
8908,Tarountula,14,Bug Bite,Bug,Physical,60,100
8909,Tarountula,18,Block,Normal,Status,—,—
8910,Tarountula,22,Counter,Fighting,Physical,—,100
8911,Tarountula,25,Headbutt,Normal,Physical,70,100
8912,Tarountula,29,Sticky Web,Bug,Status,—,—
8913,Tarountula,33,Gastro Acid,Poison,Status,—,100
8914,Tarountula,36,Circle Throw,Fighting,Physical,60,90
8915,Tarountula,40,Throat Chop,Dark,Physical,80,100
8916,Tarountula,44,Skitter Smack,Bug,Physical,70,90
8917,Spidops,1,String Shot,Bug,Status,—,95
8918,Spidops,1,Tackle,Normal,Physical,40,100
8919,Spidops,5,Struggle Bug,Bug,Special,50,100
8920,Spidops,8,Assurance,Dark,Physical,60,100
8921,Spidops,11,Feint,Normal,Physical,30,100
8922,Spidops,14,Bug Bite,Bug,Physical,60,100
8923,Spidops,19,Block,Normal,Status,—,—
8924,Spidops,24,Counter,Fighting,Physical,—,100
8925,Spidops,28,Headbutt,Normal,Physical,70,100
8926,Spidops,33,Sticky Web,Bug,Status,—,—
8927,Spidops,37,Gastro Acid,Poison,Status,—,100
8928,Spidops,41,Circle Throw,Fighting,Physical,60,90
8929,Spidops,45,Throat Chop,Dark,Physical,80,100
8930,Spidops,49,Skitter Smack,Bug,Physical,70,90
8931,Nymble,1,Leer,Normal,Status,—,100
8932,Nymble,1,Tackle,Normal,Physical,40,100
8933,Nymble,4,Struggle Bug,Bug,Special,50,100
8934,Nymble,6,Astonish,Ghost,Physical,30,100
8935,Nymble,9,Assurance,Dark,Physical,60,100
8936,Nymble,11,Double Kick,Fighting,Physical,30,100
8937,Nymble,14,Screech,Normal,Status,—,85
8938,Nymble,18,Endure,Normal,Status,—,—
8939,Nymble,22,Bug Bite,Bug,Physical,60,100
8940,Nymble,26,Feint,Normal,Physical,30,100
8941,Nymble,30,Agility,Psychic,Status,—,—
8942,Nymble,38,Sucker Punch,Dark,Physical,70,100
8943,Nymble,41,First Impression,Bug,Physical,90,100
8944,Lokix,1,Detect,Fighting,Status,—,—
8945,Lokix,1,Leer,Normal,Status,—,100
8946,Lokix,1,Low Kick,Fighting,Physical,—,100
8947,Lokix,1,Tackle,Normal,Physical,40,100
8948,Lokix,4,Struggle Bug,Bug,Special,50,100
8949,Lokix,6,Astonish,Ghost,Physical,30,100
8950,Lokix,9,Assurance,Dark,Physical,60,100
8951,Lokix,11,Double Kick,Fighting,Physical,30,100
8952,Lokix,14,Screech,Normal,Status,—,85
8953,Lokix,18,Endure,Normal,Status,—,—
8954,Lokix,22,Bug Bite,Bug,Physical,60,100
8955,Lokix,28,Feint,Normal,Physical,30,100
8956,Lokix,32,Agility,Psychic,Status,—,—
8957,Lokix,36,Throat Chop,Dark,Physical,80,100
8958,Lokix,40,Sucker Punch,Dark,Physical,70,100
8959,Lokix,44,First Impression,Bug,Physical,90,100
8960,Lokix,48,Bounce,Flying,Physical,85,85
8961,Lokix,53,Axe Kick,Fighting,Physical,120,90
8962,Pawmi,1,Growl,Normal,Status,—,100
8963,Pawmi,1,Scratch,Normal,Physical,40,100
8964,Pawmi,3,Thunder Shock,Electric,Special,40,100
8965,Pawmi,6,Quick Attack,Normal,Physical,40,100
8966,Pawmi,8,Charge,Electric,Status,—,—
8967,Pawmi,12,Nuzzle,Electric,Physical,20,100
8968,Pawmi,15,Dig,Ground,Physical,80,100
8969,Pawmi,19,Bite,Dark,Physical,60,100
8970,Pawmi,23,Spark,Electric,Physical,65,100
8971,Pawmi,27,Thunder Wave,Electric,Status,—,90
8972,Pawmi,31,Entrainment,Normal,Status,—,100
8973,Pawmi,35,Slam,Normal,Physical,80,75
8974,Pawmi,38,Discharge,Electric,Special,80,100
8975,Pawmi,40,Agility,Psychic,Status,—,—
8976,Pawmi,44,Wild Charge,Electric,Physical,90,100
8977,Pawmo,1,Growl,Normal,Status,—,100
8978,Pawmo,1,Scratch,Normal,Physical,40,100
8979,Pawmo,3,Thunder Shock,Electric,Special,40,100
8980,Pawmo,6,Quick Attack,Normal,Physical,40,100
8981,Pawmo,8,Charge,Electric,Status,—,—
8982,Pawmo,12,Nuzzle,Electric,Physical,20,100
8983,Pawmo,15,Dig,Ground,Physical,80,100
8984,Pawmo,19,Bite,Dark,Physical,60,100
8985,Pawmo,23,Spark,Electric,Physical,65,100
8986,Pawmo,27,Thunder Wave,Electric,Status,—,90
8987,Pawmo,32,Slam,Normal,Physical,80,75
8988,Pawmo,38,Entrainment,Normal,Status,—,100
8989,Pawmo,42,Discharge,Electric,Special,80,100
8990,Pawmo,46,Agility,Psychic,Status,—,—
8991,Pawmo,52,Wild Charge,Electric,Physical,90,100
8992,Pawmot,1,Growl,Normal,Status,—,100
8993,Pawmot,1,Scratch,Normal,Physical,40,100
8994,Pawmot,1,Wild Charge,Electric,Physical,90,100
8995,Pawmot,3,Thunder Shock,Electric,Special,40,100
